X,Y,OBJECTID,HASTUS,TRANSLINK_ID,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
501885.0302,6961745.9659,1,1,306549,Herschel St app Nth Quay (r) (Stop 1),HERSCHEL ST,,501885,6961746,-27.467834,153.019079,BRISBANE CITY,4 - Regular,N,Hard,Easy,Easy,
501851.9274,6961717.0609,2,2,306550,Herschel St app Nth Quay (Stop 2),NORTH QUAY,,501851.9,6961717.1,-27.468095,153.018744,BRISBANE CITY,3 - Regular with seat,N,Hard,Easy,Easy,
502311.2763,6961837.2755,3,3,306547,Turbot St F/S Albert St (Stop 3),TURBOT ST,,502311.3,6961837.3,-27.467009,153.023393,BRISBANE CITY,2 - Intermediate,N,Hard,Easy,Easy,
502805.6767,6962247.3411,4,4,306512,Turbot St F/S Wharf St (Stop 4),TURBOT ST,Wharf St,502805.7,6962247.3,-27.463306,153.028396,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Medium,2018/02/06 00:00:00+00
503022.0711,6962290.3779,5,5,306524,Ann Street F/S Orient Hotel (Stop 5),ANN ST,Queen St,503022.1,6962290.4,-27.462917,153.030586,BRISBANE CITY,3 - Regular with seat,Y,Medium,Medium,Hard,
502880.5528,6962169.0118,6,6,306558,Ann St app Wharf St (Stop 6),ANN ST,Creek St,502880.6,6962169,-27.464013,153.029154,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502617.6828,6961937.347,7,7,306559,Ann St at Anzac Square,ANN ST,Creek St,502617.7,6961937.3,-27.466105,153.026494,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502569.063,6961895.0444,8,8,300073,Central Ann Street Stop 8,ANN ST,Edward St,502569.1,6961895,-27.466487,153.026002,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Easy,2018/03/14 00:00:00+00
502466.0933,6961808.003,9,9,306560,Ann St aT KGS ,ANN ST,Edward St,502466.1,6961808,-27.467273,153.02496,BRISBANE CITY,3 - Regular with seat,Y,Easy,Medium,Easy,2017/09/26 00:00:00+00
502266.6796,6961637.1286,10,11,306573,Ann Street Stop 11,ANN ST,George St,502266.7,6961637.1,-27.468816,153.022942,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2018/05/23 00:00:00+00
502701.5826,6962010.5455,11,12,306558,Central Ann Street Stop 6a,CREEK ST,,502701.6,6962010.6,-27.465444,153.027343,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Easy,2018/05/23 00:00:00+00
502262.727,6961634.0278,12,14,701393,Ann St @ City Hall Stop 12,ADELAIDE ST,,502262.7,6961634,-27.468844,153.022902,BRISBANE CITY,2 - Intermediate,N,Hard,Hard,Hard,
502271.6952,6961511.4075,13,17,306585,Adelaide St f/s George St (Stop 17),GEORGE ST,,502271.7,6961511.4,-27.469951,153.022993,BRISBANE CITY,2 - Intermediate,Y,Hard,Easy,Easy,
502293.9287,6961530.6768,14,18,306582,Adelaide St at City Hall (Stop 18),ADELAIDE ST,George St,502293.9,6961530.7,-27.469777,153.023218,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502346.0039,6961571.9829,15,19,307257,Adelaide St at City Hall ,ADELAIDE ST,Albert St,502346,6961572,-27.469404,153.023745,BRISBANE CITY,1 - Premium,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502393.0411,6961614.9513,16,20,306580,Adelaide St at City Hall,ADELAIDE ST,Albert St,502393,6961615,-27.469016,153.024221,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502452.9248,6961668.9935,17,21,307255,Adelaide St @ Res Bank (Stop 21),ADELAIDE ST,Albert St,502452.9,6961669,-27.468528,153.024827,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502469.6251,6961683.5006,18,22,307263,Adelaide St f/s Res Bank (Stop 22),ADELAIDE ST,Albert St,502469.6,6961683.5,-27.468397,153.024996,BRISBANE CITY,2 - Intermediate,Y,Easy,Hard,Easy,2017/09/26 00:00:00+00
502521.6036,6961728.9044,19,23,306591,Adelaide St opp DJ's (Stop 23),ADELAIDE ST,Edward St,502521.6,6961728.9,-27.467987,153.025522,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502538.1064,6961743.4114,20,24,306589,Adelaide St app Edward St ,ADELAIDE ST,Edward St,502538.1,6961743.4,-27.467856,153.025689,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,2017/09/26 00:00:00+00
502609.4545,6961807.198,21,25,306594,Adelaide St F/S Edward St (Stop 25),ADELAIDE ST,Edward St,502609.5,6961807.2,-27.46728,153.026411,BRISBANE CITY,3 - Regular with seat,Y,Medium,Easy,Easy,
502620.8188,6961817.0538,22,26,306595,Adelaide Street @ Broadway,ADELAIDE ST,Edward St,502620.8,6961817,-27.467191,153.026526,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502785.2577,6961960.128,23,27,306598,Adelaide St F/S Creek St,ADELAIDE ST,Creek St,502785.3,6961960.1,-27.465899,153.02819,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502808.5798,6961980.1715,24,28,306600,Adelaide St at app Hutton L ,ADELAIDE ST,Hutton La,502808.6,6961980.2,-27.465718,153.028426,BRISBANE CITY,3 - Regular with seat,Y,Easy,Medium,Easy,2017/09/26 00:00:00+00
502941.0036,6962095.0054,25,29,306521,Adelaide St F/S Wharf St (Stop 29),ADELAIDE ST,Wharf St,502941,6962095,-27.464681,153.029766,BRISBANE CITY,2 - Intermediate,Y,Medium,Easy,Hard,
503109.9998,6962257.3475,26,30,306546,Adelaide St @ Macrossan St (St 30),ADELAIDE ST,Macrossan,503110,6962257.3,-27.463215,153.031476,BRISBANE CITY,3 - Regular with seat,Y,Hard,Easy,Easy,
502761.3341,6961901.5379,27,31,307520,Creek Street Stop 149a,CREEK ST,,502761.3,6961901.6,-27.466428,153.027948,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Easy,2018/05/23 00:00:00+00
502937.5403,6962073.5175,28,33,307137,Adelaide St app Wharf St (Stop 33),ADELAIDE ST,Wharf St,502937.5,6962073.5,-27.464875,153.029731,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/02/06 00:00:00+00
502798.1992,6961952.8145,29,34,307138,Adelaide St Creek St (rear) (Stop 34),ADELAIDE ST,Creek St,502798.2,6961952.8,-27.465965,153.028321,BRISBANE CITY,3 - Regular with seat,Y,Medium,Easy,Easy,
502781.7947,6961938.6401,30,35,306599,Adelaide St app Creek St (Stop 35),ADELAIDE ST,Creek St,502781.8,6961938.6,-27.466093,153.028155,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/27 00:00:00+00
502676.9449,6961847.3917,31,36,306597,Adelaide St op Anzac Sq (r) (Stop 36),ADELAIDE ST,Edward St,502676.9,6961847.4,-27.466917,153.027094,BRISBANE CITY,3 - Regular with seat,Y,Medium,Easy,Medium,
502637.9108,6961813.3948,32,37,306596,Adelaide St op Anzac Sq (r) (Stop 37),ADELAIDE ST,Edward St,502637.9,6961813.4,-27.467224,153.026699,BRISBANE CITY,3 - Regular with seat,Y,Medium,Easy,Easy,
502537.3126,6961726.6858,33,39,306590,Adelaide St Stop 39 at David Jones,ADELAIDE ST,Edward St,502537.3,6961726.7,-27.468007,153.025681,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/27 00:00:00+00
502460.9259,6961660.0198,34,40,306593,Adelaide St at Broadway (Stop 40),ADELAIDE ST,Edward St,502516.9,6961708.9,-27.468609,153.024908,BRISBANE CITY,3 - Regular with seat,Y,Easy,Medium,Easy,2017/09/27 00:00:00+00
502493.1406,6961688.1481,35,41,307139,Adelaide St app Albert St (Stop 41),ADELAIDE ST,Albert St,502493.1,6961688.1,-27.468355,153.025234,BRISBANE CITY,2 - Intermediate,Y,Medium,Easy,Easy,
502441.5576,6961643.298,36,42,307178,Adelaide St f\s Albert St (Stop 42),ADELAIDE ST,Albert St,502441.6,6961643.3,-27.46876,153.024712,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502392.9395,6961600.9947,37,43,307258,Adelaide St opp City Hall (Stop 43),ADELAIDE ST,Albert St,502392.9,6961601,-27.469142,153.02422,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/26 00:00:00+00
502371.4963,6961582.2793,38,44,306588,Adelaide St opp City Hall (Stop 44),ADELAIDE ST,Albert St,502371.5,6961582.3,-27.469311,153.024003,BRISBANE CITY,3 - Regular with seat,Y,Medium,Easy,Easy,
502323.4716,6961540.5294,39,45,306586,Adelaide St opp City Hall ,ADELAIDE ST,George St,502323.5,6961540.5,-27.469688,153.023517,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Easy,2017/09/26 00:00:00+00
502306.9688,6961523.0314,40,46,306584,Adelaide St opp City Plaza (Stop 46),ADELAIDE ST,George St,502307,6961523,-27.469846,153.02335,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/29 00:00:00+00
502281.8702,6961504.2058,41,47,306585,Adelaide St app George St (Stop 47),ADELAIDE ST,George St,502281.9,6961504.2,-27.470016,153.023096,BRISBANE CITY,3 - Regular with seat,Y,Medium,Medium,Medium,
502208.9445,6961438.8668,42,48,,Adelaide St app Nth Quay (Stop 48),ADELAIDE ST,,502208.9,6961438.9,-27.470606,153.022358,BRISBANE CITY,3 - Regular with seat,Y,Easy,Medium,Easy,
503154.9636,6962285.9138,43,49,701642,Adelaide St  Stop 31  near Macrossan,ADELAIDE ST,,503155,6962285.9,-27.462957,153.031931,BRISBANE CITY,4 - Regular,N,Hard,Hard,Hard,
502667.5156,6961239.903,44,50,,Mary Street Stop 50,MARY ST,ALBERT ST,502667.5,6961240,-27.47240142,153.0269999,BRISBANE CITY,3 - Regular with seat,Y,Easy,Medium,Easy,2017/01/24 00:00:00+00
502687.3211,6961404.8768,45,51,,Charlotte Street Stop 51,CHARLOTTE ST,ALBERT ST,502687.3,6961405,-27.470912,153.0272,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Medium,2017/01/23 00:00:00+00
502731.2949,6961442.9708,46,52,,Charlotte Street Stop 52,CHARLOTTE ST,ALBERT ST,502723.5,6961437.3,-27.470568,153.027645,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Medium,2017/01/24 00:00:00+00
502723.4885,6961437.3234,47,53,,Charlotte Street Stop 53,CHARLOTTE ST,EDWARD ST,502762,6961470,-27.470619,153.027566,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/01/24 00:00:00+00
502752.5134,6961779.5859,48,55,,Post Office Square (Queen St Opposite the G.P.O.),QUEEN ST,,502752.5,6961779.6,-27.467529,153.027859,BRISBANE CITY,2 - Intermediate,N,Hard,Hard,Hard,
502712.4911,6961745.0356,49,56,306619,Queen St F/S Edward St (Stop 56),QUEEN ST,Edward St,502712.5,6961745,-27.467841,153.027454,BRISBANE CITY,3 - Regular with seat,N,Medium,Medium,Easy,
502720.5943,6961752.0121,50,57,306620,Queen St F/S Edward St (Stop 57),QUEEN ST,Edward St,502720.6,6961752,-27.467778,153.027536,BRISBANE CITY,2 - Intermediate,Y,Medium,Hard,Easy,
502762.9884,6961788.6664,51,58,306621,Queen St F/S Ped Crossing (Stop 58),QUEEN ST,Creek St,502763,6961788.7,-27.467447,153.027965,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Medium,
502793.1289,6961815.022,52,59,300074,Queen St app Creek St (Stop 59),QUEEN ST,Creek St,502793.1,6961815,-27.467209,153.02827,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,
502853.8056,6961867.9545,53,60,306603,Queen St F/S Creek St (Stop 60),QUEEN ST,Creek St,502853.8,6961867.9,-27.466731,153.028884,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,2017/09/27 00:00:00+00
502940.7697,6961943.6983,54,61,307522,Queen St app Wharf St,QUEEN ST,Wharf St,502940.8,6961943.7,-27.466047,153.029764,BRISBANE CITY,3 - Regular with seat,Y,Easy,Medium,Easy,2017/03/31 00:00:00+00
502963.0752,6961844.3353,55,63,,Eagle St app Eagle Lane (Stop 63),EAGLE ST,,502963.1,6961844.3,-27.466944,153.02999,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Medium,2017/09/27 00:00:00+00
502975.1403,6961890.8543,56,64,,Eagle St spp Eagle Lane (Stop 64),EAGLE ST,,502975.1,6961890.9,-27.466524,153.030112,BRISBANE CITY,3 - Regular with seat,N,Hard,Hard,Hard,
502980.9758,6961916.1077,57,65,,Eagle St app Queen St (Stop 65),QUEEN ST,,502981,6961916.1,-27.466296,153.030171,BRISBANE CITY,4 - Regular,N,Hard,Hard,Hard,
503099.2105,6962180.0352,58,66,,Queen St app Adelaide St (Stop 66),QUEEN ST,,503099.2,6962180,-27.463913,153.031367,BRISBANE CITY,2 - Intermediate,N,Hard,Easy,Easy,
503077.2032,6962284.7151,59,67,306523,Queen St app Ann St (Orient) (St 67),Queen St,Ann St,503077.2,6962284.7,-27.462968,153.031144,BRISBANE CITY,3 - Regular with seat,Y,Medium,Medium,Medium,
502924.9536,6961911.5798,60,72,306605,Queen St f/s Eagle Lane (stop 72),Queen St,Eagle La,502925,6961911.6,-27.466337,153.029604,BRISBANE CITY,3 - Regular with seat,Y,Medium,Medium,Hard,
502864.6717,6961858.8691,61,74,306604,Queen St app Creek St (Stop 74),Queen St,Creek St,502864.7,6961858.9,-27.466813,153.028994,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/27 00:00:00+00
502785.5154,6961789.7689,62,76,307256,Queen St Farside Creek St.,Queen St,Creek St,502785.5,6961789.8,-27.467437,153.028193,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,2017/09/27 00:00:00+00
502442.3903,6961359.4029,63,81,306628,Elizabeth St F/S George St (Stop 81),Elizabeth St,George St,502442.4,6961359.4,-27.471323,153.024721,BRISBANE CITY,3 - Regular with seat,Y,Medium,Medium,Easy,
502541.0087,6961445.3378,64,83,306626,Elizabeth St app Albert St (Stop 83),Elizabeth St,Albert St,502541,6961445.3,-27.470547,153.025719,BRISBANE CITY,3 - Regular with seat,Y,Easy,Medium,Easy,2017/09/27 00:00:00+00
502591.6031,6961489.4123,65,84,307140,Elizabeth St F/S Albert St (Stop 84),Elizabeth St,Albert St,502591.6,6961489.4,-27.470149,153.026231,BRISBANE CITY,3 - Regular with seat,N,Easy,Medium,Medium,
502704.8489,6961588.4133,66,87,306623,Elizabeth St app Edward St (Stop 87),Elizabeth St,Edward St,502704.8,6961588.4,-27.469255,153.027377,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/27 00:00:00+00
502840.8252,6961707.2351,67,89,307141,Elizabeth St rear of GPO (Stop 89),Albert St,Creek St,502840.8,6961707.2,-27.468182,153.028753,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,2017/09/27 00:00:00+00
502916.3844,6961607.749,68,90,307253,Charlotte St app Market St (Stop 90),Charlotte St,Market St,502916.4,6961607.7,-27.46908,153.029518,BRISBANE CITY,4 - Regular,Y,Easy,Medium,Hard,2017/09/27 00:00:00+00
502800.6641,6961064.3546,69,93,,Alice St app George St (Stop 95A),ALICE ST,,502800.7,6961064.4,-27.473986,153.028348,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Hard,2017/02/06 00:00:00+00
502682.6165,6961125.8565,70,94,306638,Margaret St (Stop 94),Margaret St,George St,502682.6,6961125.9,-27.473431,153.027153,BRISBANE CITY,4 - Regular,Y,Easy,Medium,Easy,2017/11/09 00:00:00+00
502719.7346,6960993.5929,71,95,306642,Alice Street Stop 95,Alice St,George St,502719.7,6960993.6,-27.474625,153.027529,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Easy,2017/11/09 00:00:00+00
502933.3747,6961180.5179,72,96,306643,Alice Street Stop 96,Alice St,Edward St,502933.4,6961180.5,-27.472937,153.029691,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/11/09 00:00:00+00
502750.2066,6961185.4341,73,97,306637,Margaret Street Stop 97,Margaret St,Albert St,502750.2,6961185.4,-27.472893,153.027837,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Medium,2017/11/09 00:00:00+00
502973.337,6961380.2206,74,98,306612,Margaret St F/S Edward St (Stop 98),Margaret St,Felix St,502973.3,6961380.2,-27.471134,153.030095,BRISBANE CITY,4 - Regular,Y,Medium,Easy,Hard,
502833.7674,6961093.2572,75,99,,Botanic Gardens Alice St. Stop 96A,ALICE ST,,502833.8,6961093.3,-27.473725,153.028683,BRISBANE CITY,2 - Intermediate,Y,Easy,Medium,Easy,2017/11/09 00:00:00+00
502642.3,6961090.4199,76,100,,QUT Margaret St. Stop 94A,Margaret St,,502642.3,6961090.4,-27.473751,153.026745,BRISBANE CITY,4 - Regular,Y,Easy,Medium,Easy,2017/11/09 00:00:00+00
501814.878,6961723.934,77,106,,North Quay @ Herschel St (St 106),NORTH QUAY,,501814.9,6961723.9,-27.468033,153.018369,BRISBANE CITY,2 - Intermediate,N,Hard,Easy,Easy,
502575.4178,6961103.2831,78,108,,George St City Precincts (Stop 108),GEORGE ST,,502575.4,6961103.3,-27.473635,153.026068,BRISBANE CITY,4 - Regular,Y,Easy,Medium,Easy,2017/02/06 00:00:00+00
502148.2808,6961431.8993,79,109,306564,North Quay Stop 109/110,North Quay,Adelaide St,502148.3,6961431.9,-27.470669,153.021744,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Medium,2018/05/23 00:00:00+00
502661.0526,6961004.6825,80,114,306635,George St F/S Alice St (Stop 114),George St,Alice St,502661.1,6961004.7,-27.474525,153.026935,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Medium,2016/10/07 00:00:00+00
502514.5736,6961173.0787,81,115,306633,George St. Stop 115,George St,Mary St,502514.6,6961173.1,-27.473005,153.025452,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/11/09 00:00:00+00
502351.7926,6961360.5282,82,116,,Queen Street Mall George St. Stop 116,QUEEN ST,,502351.8,6961360.5,-27.471313,153.023804,BRISBANE CITY,2 - Intermediate,Y,Medium,Medium,Easy,2018/03/12 00:00:00+00
502133.7886,6961611.4545,83,117,306575,George St app Turbot (r) (Stop 117),George St,Turbot St,502133.8,6961611.5,-27.469048,153.021597,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2016/10/07 00:00:00+00
502120.3544,6961626.8534,84,118,,George St app Turbot St (Stop 118),GEORGE ST,,502120.4,6961626.9,-27.468909,153.021461,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,2016/10/07 00:00:00+00
502002.8041,6961762.4515,85,119,,George St F/S Tank St (Stop 119),GEORGE ST,,502002.8,6961762.4,-27.467685,153.020271,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,2016/10/07 00:00:00+00
501983.1463,6961785.6049,86,120,,George St app Herschel St (St 120),GEORGE ST,,501983.1,6961785.6,-27.467476,153.020072,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2016/10/07 00:00:00+00
501820.6332,6961890.083,87,121,306553,Roma Street Stop 121,Roma St,Makerston St,501817.9,6961887.7,-27.466533,153.018427,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Medium,2017/11/09 00:00:00+00
501754.8334,6961909.1444,88,122,306551,Roma St app Garrick St (Stop 122),Roma St,Garrick St,501751.8,6961906.6,-27.466361,153.017761,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/11/09 00:00:00+00
502653.7483,6961034.7018,89,123,306636,George St. Stop 123,George St,Margaret St,502653.7,6961034.7,-27.474254,153.026861,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2016/06/01 00:00:00+00
501777.2628,6961917.2272,90,124,306552,Roma Street Stop 124,Roma St,Garrick St,501773.5,6961924.6,-27.466288,153.017988,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2018/03/12 00:00:00+00
501812.6327,6961907.0315,91,125,306554,Roma St app Transit Centre,Roma St,Markerston St,501813.9,6961913,-27.46638,153.018346,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/11/09 00:00:00+00
502167.2024,6961721.3292,92,130,307254,Turbot Street off ramp - 130,Magistrates La,Roma St,502167.2,6961721.3,-27.468056,153.021935,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,
502059.596,6962238.4061,93,131,,Wickham Tce @ Lilley St (Stop 131),Wickhan Terrace,,502059.6,6962238.4,-27.463388,153.020845,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Easy,2017/07/30 00:00:00+00
502081.6071,6962105.8148,94,132,,Wickham Tce @ Gazebo (St 132),WICKHAM TCE,,502081.6,6962105.8,-27.464585,153.021068,SPRING HILL,4 - Regular,N,Hard,Easy,Easy,
502218.238,6962020.8329,95,133,306505,Wickham Tce @ Bne Private Hosp (St 133),Wickham Tce,Brisbane Private Hospital,502218.2,6962020.8,-27.465352,153.022451,SPRING HILL,3 - Regular with seat,Y,Easy,Medium,Easy,2017/11/03 00:00:00+00
502305.0811,6961993.5683,96,134,306506,Wickham Tce @ Watkins Place (134),Wickham Tce,Bartley St,502305.1,6961993.6,-27.465598,153.02333,SPRING HILL,3 - Regular with seat,N,Easy,Hard,Easy,2017/11/03 00:00:00+00
502448.9655,6962127.3465,97,135,306522,Upp Edward St f/s Wickham (St 135),Upper Edward St,Wickham Tce,502449,6962127.3,-27.46439,153.024786,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Easy,2018/01/10 00:00:00+00
502262.6486,6961744.2406,98,138,,Roma Street app Ann St ,ROMA ST,,502262.6,6961744.2,-27.467849,153.022901,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/11/09 00:00:00+00
502356.929,6961354.5459,99,139,,George St app Queen St (Stop 116),QUEEN ST,,502356.9,6961354.6,-27.471367,153.023856,BRISBANE CITY,2 - Intermediate,N,Hard,Hard,Hard,
502470.1056,6962107.2935,100,140,306501,Upp Edward St @ Wickham (St 140),Upper Edward St,Wickham Tce,502470.1,6962107.3,-27.464571,153.025,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Easy,2018/02/06 00:00:00+00
502489.8246,6961901.1529,101,141,306618,Edward St app Ann St (Stop 141),Edward St,Ann St,502489.8,6961901.1,-27.466432,153.0252,BRISBANE CITY,2 - Intermediate,Y,Easy,Hard,Easy,2017/09/26 00:00:00+00
502710.394,6961644.3492,102,142,306617,Edward St F/S Queen St (Stop 142),Edward St,Elizabeth St,502710.4,6961644.3,-27.46875,153.027433,BRISBANE CITY,3 - Regular with seat,Y,Medium,Easy,Easy,
502722.3458,6961630.6115,103,143,306616,Edward Street Stop 143,Edward St,Elizabeth St,502722.3,6961630.6,-27.468874,153.027554,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2016/06/01 00:00:00+00
502827.1455,6961510.8491,104,144,306615,Edward St f/s Elizabeth St (St 144),Edward St,Elizabeth St,502827.1,6961510.8,-27.469955,153.028615,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,2017/09/27 00:00:00+00
502864.2839,6961467.5307,105,145,306614,Edward St app Mary St (Stop 145),Edward St,Mary St,502864.3,6961467.5,-27.470346,153.028991,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Easy,2017/09/27 00:00:00+00
502935.5979,6961388.0941,106,146,306613,Edward St app Margaret St (St 146),Edward St,Margaret St,502935.6,6961388.1,-27.471063,153.029713,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2016/06/01 00:00:00+00
502848.1588,6961803.3789,107,148,306602,Riverside Creek St (Stop 148),Creek St,Queen St,502848.2,6961803.4,-27.467314,153.028827,BRISBANE CITY,4 - Regular,Y,Easy,Medium,Hard,
502781.5838,6961880.0446,108,149,307520,Creek Street Stop 149,Creek St,Adelaide St,502781.6,6961880,-27.466622,153.028153,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Medium,2018/05/23 00:00:00+00
502977.5985,6961842.0057,109,152,306609,Eagle St at Riverside Centre (St 152),Eagle St,Eagle La,502977.6,6961842,-27.466965,153.030137,BRISBANE CITY,4 - Regular,N,Medium,Easy,Medium,
502994.1372,6961595.5459,110,153,306610,Eagle St at Waterfront Pl (Stop 153),Eagle St,Charlotte St,502994.1,6961595.5,-27.46919,153.030305,BRISBANE CITY,4 - Regular,Y,Medium,Easy,Medium,
502988.6132,6961631.768,111,154,,Eagle Street Pier - 153A,Eagle St,,502988.6,6961631.8,-27.468863,153.030249,BRISBANE CITY,4 - Regular,Y,Medium,Easy,Medium,
502976.1614,6961619.6974,112,155,306611,Eagle St app Charlotte St (Stop 155),Eagle St,Charlotte St,502976.2,6961619.7,-27.468972,153.030123,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/27 00:00:00+00
502863.4477,6962118.1739,113,156,306518,Wharf St app Ann St (Stop 156),Wharf St,Ann St,502863.4,6962118.2,-27.464472,153.028981,BRISBANE CITY,3 - Regular with seat,Y,Medium,Medium,Easy,
502754.7678,6962139.6875,114,157,306516,Wickham Tce stand B (Stop 157),Wickham Tce,Turbot St,502754.8,6962139.7,-27.464278,153.027881,SPRING HILL,3 - Regular with seat,N,Medium,Easy,Hard,
502751.8002,6962124.1809,115,158,306517,Wickham Tce stand A (Stop 158),Wickham Tce,Turbot St,502751.8,6962124.2,-27.464418,153.027851,SPRING HILL,2 - Intermediate,Y,Medium,Easy,Hard,
502771.6645,6962144.4467,116,159,306515,Wickham Tce stand C (Stop 159),Wickham Tce,Turbot St,502771.7,6962144.5,-27.464235,153.028052,SPRING HILL,4 - Regular,N,Medium,Easy,Hard,
502807.5395,6962183.6499,117,162,306513,Wharf St F/S Ann St (Stop 162),Wharf St,Turbot St,502807.5,6962183.7,-27.463881,153.028415,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Medium,2017/11/03 00:00:00+00
502630.031,6962388.3857,118,163,306510,Wharf Street Stop 163,Wharf St,St Pauls Tce,502630,6962388.4,-27.462033,153.026618,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Hard,2016/04/21 00:00:00+00
502544.3537,6962330.0298,119,164,,Leichhardt St - The Ridge (Stop 164),LEICHHARDT ST,,502544.4,6962330,-27.46256,153.025751,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,
502529.1396,6962339.6697,120,165,306471,Leichhardt St - The Ridge (Stop 165),Leichardt St,Henry St,502529.1,6962339.7,-27.462473,153.025597,SPRING HILL,3 - Regular with seat,Y,Easy,Easy,Easy,2017/11/03 00:00:00+00
502765.0696,6962255.4362,121,166,306511,Wharf St app Turbot St (Stop 166),Wharf St,Turbot St,502765.1,6962255.4,-27.463233,153.027985,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Medium,2017/03/31 00:00:00+00
502699.672,6962308.3972,122,167,,Wharf St fs Astor Terrace,WHARF ST,,502699.7,6962308.4,-27.462755,153.027323,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,
