X,Y,OBJECTID,HASTUS,TRANSLINK_ID,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
509966.4011,6962367.0099,1804,2873,,Murarrie SS,GARRETT ST,,509966.4,6962367,-27.462192,153.100868,MURARRIE,4 - Regular,N,Easy,Easy,Easy,
508524.4874,6962180.3464,1805,2875,,Bent Street - 58,GRENADE ST,,508524.5,6962180.3,-27.463887,153.086276,CANNON HILL,4 - Regular,Y,Easy,Easy,Medium,2017/04/24 00:00:00+00
508546.3178,6962172.4668,1806,2876,,Bent Street - 58,GRENADE ST,,508546.3,6962172.5,-27.463958,153.086497,CANNON HILL,3 - Regular with seat,Y,Easy,Easy,Easy,2017/04/24 00:00:00+00
508828.4403,6962220.4506,1807,2877,305854,Grenade Street - 59,GRENADE ST,Barrack Rd,508828.4,6962220.4,-27.463523,153.089352,CANNON HILL,4 - Regular,Y,Medium,Medium,Easy,2016/07/18 00:00:00+00
508810.7475,6962211.1589,1808,2878,,Grenade Street - 59,GRENADE ST,,508810.7,6962211.2,-27.463607,153.089173,CANNON HILL,3 - Regular with seat,Y,Easy,Easy,Medium,2017/03/24 00:00:00+00
508817.3206,6961870.8789,1809,2879,305855,Barrack Road - 60,Barrack Rd,Bombery St,508817.3,6961870.9,-27.466679,153.089242,CANNON HILL,2 - Intermediate,Y,Easy,Easy,Easy,2016/12/20 00:00:00+00
508807.153,6961883.5136,1810,2880,305856,Barrack Road - 60,Barrack Rd,Bombery St,508807.2,6961883.5,-27.466565,153.089139,CANNON HILL,2 - Intermediate,Y,Easy,Easy,Easy,2018/04/19 00:00:00+00
507106.0869,6965158.0968,1811,2881,301624,Remora Rd - 29,Kingsford Smith Dr,Nudgee Rd,507106.1,6965158.1,-27.437012,153.071903,HAMILTON,2 - Intermediate,Y,Easy,Easy,Easy,2019/02/14 00:00:00+00
507479.7647,6965330.0057,1812,2883,301626,College Street - 31,Kingsford Smith Dr,College St,507479.7,6965330,-27.435458,153.075683,HAMILTON,4 - Regular,Y,Easy,Easy,Easy,2019/02/14 00:00:00+00
507928.5714,6965511.9347,1813,2885,,Woonah St - 33,KINGSFORD SMITH DR,,507928.6,6965511.9,-27.433813,153.080223,EAGLE FARM,2 - Intermediate,N,Easy,Easy,Easy,
513390.026,6958635.5543,1814,2886,,Grassdale Rd f/s Stanborough,GRASSDALE RD,,513390,6958635.5,-27.49585,153.135559,BELMONT,4 - Regular,N,Medium,Easy,Easy,
508286.6195,6965629.886,1815,2887,301576,Violet Street - 35,Kingsford Smith Dr,Violet St,508286.6,6965629.9,-27.432746,153.083845,EAGLE FARM,3 - Regular with seat,Y,Hard,Easy,Easy,
513336.1261,6958665.0771,1816,2888,,Grassdale Rd app Stanbrough,GRASSDALE RD,,513336.1,6958665.1,-27.495584,153.135013,BELMONT,4 - Regular,N,Medium,Easy,Easy,
512805.571,6958735.8693,1817,2889,,Grassdale Rd app Belmont Rd,BELMONT RD,,512805.6,6958735.9,-27.49495,153.129641,BELMONT,4 - Regular,N,Medium,Easy,Easy,
512812.2098,6958755.6898,1818,2890,,Grassdale f/s Belmont Rd,GRASSDALE RD,,512812.2,6958755.7,-27.494771,153.129708,BELMONT,5 - District,N,Medium,Hard,Hard,
508901.8041,6965835.2594,1819,2891,301578,Schneider Rd - 37,Kingsford Smith Dr,Schneider Rd,508901.8,6965835.3,-27.430888,153.090068,EAGLE FARM,4 - Regular,N,Hard,Medium,Hard,
509048.6091,6965884.1108,1820,2892,,Bridgeway - 38,SCHNEIDER RD,,509048.6,6965884.1,-27.430446,153.091553,EAGLE FARM,4 - Regular,N,Hard,Easy,Easy,
513803.131,6958654.3696,1821,2893,,Stanbrough Rd app Grassdale,GRASSDALE,,513803.1,6958654.4,-27.495676,153.139741,GUMDALE,4 - Regular,Y,Easy,Easy,Easy,2018/01/24 00:00:00+00
509412.8131,6966010.4431,1822,2894,,French St - 40,KINGSFORD SMITH DR,,509412.8,6966010.4,-27.429303,153.095237,EAGLE FARM,4 - Regular ,N,Hard,Easy,Easy,
513777.6485,6958656.0598,1823,2895,,Stanbrough Rd f/s Grassdale,GRASSDALE RD,,513777.6,6958656.1,-27.495661,153.139483,BELMONT,4 - Regular,Y,Medium,Easy,Easy,2018/07/11 00:00:00+00
509055.1089,6965852.5377,1824,2896,301572,Bridgeway - 38,Kingsford Smith Dr,Harvey St,509055.1,6965852.5,-27.430731,153.091619,EAGLE FARM,3 - Regular with seat,N,Hard,Easy,Hard,
508816.5622,6965770.1903,1825,2897,301573,Schneider Rd - 37,Kingsford Smith Dr,Links Av,508816.6,6965770.2,-27.431476,153.089206,EAGLE FARM,2 - Intermediate,Y,Easy,Easy,Easy,
513859.7756,6959131.4914,1826,2898,,Stanbrough Rd app Formosa,STANBROUGH RD,,513859.8,6959131.5,-27.491368,153.140309,GUMDALE,5 - District,Y,Easy,Easy,Medium,2019/05/13 00:00:00+00
508350.3549,6965612.6741,1827,2899,301575,Violet Street - 35,Kingsford Smith Dr,Roman St,508350.4,6965612.7,-27.432901,153.08449,EAGLE FARM,2 - Intermediate,Y,Easy,Easy,Easy,2018/07/18 00:00:00+00
508275.2443,6965469.1719,1828,2900,307066,Gateway TAFE,Fison St,Kingsford Smith Dr,508275.2,6965469.2,-27.434197,153.083731,EAGLE FARM,2 - Intermediate,Y,Easy,Easy,Easy,2018/07/18 00:00:00+00
513880.0998,6959109.758,1829,2901,,Stanbrough Rd f/s Formosa,Stanbrough Rd,,513880.1,6959109.8,-27.491564,153.140515,GUMDALE,5 - District,Y,Easy,Easy,Easy,2016/07/18 00:00:00+00
507918.6609,6965469.5176,1830,2902,,Woonah St - 33,KINGSFORD SMITH DR,,507918.7,6965469.5,-27.434196,153.080123,EAGLE FARM,2 - Intermediate,Y,Easy,Easy,Easy,
513951.7161,6959544.3275,1831,2903,,Stanbrough Rd f/s New Cleveland Rd,STANBROUGH RD,,513951.7,6959544.3,-27.48764,153.141235,GUMDALE,5 - District,N,Medium,Medium,Hard,
507278.758,6965186.9057,1832,2906,301634,Oxford St - 30,Kingsford Smith Dr,Oxford St,507278.7,6965186.9,-27.436751,153.07365,HAMILTON,2 - Intermediate,Y,Medium,Easy,Easy,2019/02/14 00:00:00+00
508541.0818,6965441.8524,1833,2907,307062,Gateway TAFE Gateway Motorway,Links Av Exit Ramp,Links Av,508541.1,6965441.9,-27.434442,153.086421,EAGLE FARM,2 - Intermediate,N,Easy,Medium,Easy,
498975.8803,6969392.9132,1834,2908,302594,Murch Street,Dargie St,Murch St,498975.9,6969392.9,-27.398798,152.989641,EVERTON PARK,4 - Regular,Y,Medium,Medium,Hard,
513951.5486,6959657.5319,1835,2909,,Stanbrough Rd app New Cleveland Rd,STANBROUGH RD,,513951.5,6959657.5,-27.486618,153.141232,GUMDALE,5 - District,N,Medium,Hard,Hard,
507463.9041,6966065.1701,1836,2910,300870,St Ledger - 29,Hampden St,Onslow St,507463.9,6966065.2,-27.428821,153.075518,ASCOT,2 - Intermediate,Y,Easy,Easy,Easy,2017/05/09 00:00:00+00
507187.5219,6965834.0552,1837,2911,,Brassey Street - 26,BRASSEY ST,,507187.5,6965834,-27.430909,153.072723,ASCOT,3 - Regular with seat,N,Hard,Easy,Easy,
507469.3733,6965794.5652,1838,2912,300876,Doomben Rail - 27,Lamington Av,Buxton St,507469.4,6965794.6,-27.431264,153.075575,ASCOT,2 - Intermediate,Y,Easy,Easy,Medium,2017/05/09 00:00:00+00
507609.0489,6965832.0292,1839,2913,300877,Silva Street - 28,Silva St,Lamington Av,507609,6965832,-27.430925,153.076988,ASCOT,2 - Intermediate,Y,Easy,Easy,Easy,2017/05/09 00:00:00+00
507614.5558,6965787.0548,1840,2915,300871,Silva Street - 28,Silva St,Lamington Av,507614.6,6965787,-27.431331,153.077044,ASCOT,2 - Intermediate,Y,Easy,Easy,Medium,2017/05/26 00:00:00+00
507447.0313,6965785.4959,1841,2916,,Doomben Rail - 27,NUDGEE RD,,507447,6965785.5,-27.431346,153.075349,ASCOT,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/06 00:00:00+00
507220.918,6965817.1992,1842,2917,,Brassey Street - 26/31,NUDGEE RD,,507220.9,6965817.2,-27.431061,153.073061,ASCOT,2 - Intermediate,N,Hard,Easy,Easy,
507925.5073,6965511.3828,1843,2918,,Woonah St - 33,KINGSFORD SMITH DR,,507925.5,6965511.4,-27.433818,153.080192,EAGLE FARM,2 - Intermediate,N,Hard,Hard,Hard,
507033.2003,6965416.5562,1844,2919,300884,Dobson Street - 30,Nudgee Rd,Dobson St,507033.2,6965416.6,-27.434679,153.071164,HAMILTON,3 - Regular with seat,Y,Easy,Easy,Easy,2017/10/13 00:00:00+00
507055.4285,6965573.3883,1845,2920,300885,Nudgee Road - 31/16,Nudgee Rd,Hants St,507055.4,6965573.4,-27.433263,153.071388,HAMILTON,3 - Regular with seat,Y,Medium,Easy,Hard,
507104.1491,6965909.0923,1846,2921,300859,Lamington Avenue - 32,Nudgee Rd,Lamington Av,507104.1,6965909.1,-27.430232,153.071879,ASCOT,3 - Regular with seat,Y,Easy,Easy,Hard,
507139.7796,6966165.2736,1847,2922,300860,Hampden Street - 33,Nudgee Rd,Hampden St,507139.8,6966165.3,-27.427919,153.072238,ASCOT,3 - Regular with seat,Y,Easy,Easy,Medium,
507921.4302,6965472.6173,1848,2923,,Woonah St - 33,KINGSFORD SMITH DR,,507921.4,6965472.6,-27.434168,153.080151,EAGLE FARM,2 - Intermediate,N,Hard,Hard,Hard,
507225.0314,6966762.3634,1849,2924,300862,Long Street - 35/45,Nudgee Rd,Long St,507225,6966762.4,-27.422528,153.073097,HENDRA,3 - Regular with seat,Y,Easy,Medium,Easy,2017/09/01 00:00:00+00
507249.2484,6966931.378,1850,2925,300863,Flemington Street - 36/46,Nudgee Rd,Flemington St,507249.2,6966931.4,-27.421002,153.073341,HENDRA,3 - Regular with seat,Y,Easy,Easy,Easy,2017/09/01 00:00:00+00
507339.2737,6967227.7342,1851,2926,,Bulli Street - 47,GOLDEN SQ,,507339.3,6967227.7,-27.418326,153.07425,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
507422.4597,6967158.3448,1852,2927,,Webster Avenue - 46a,PLEYSTOWE CRES,,507422.5,6967158.3,-27.418952,153.075092,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
507287.9418,6967008.4482,1853,2928,300866,Pleystowe Crescent - 46,Pleystowe Cr,Nudgee Rd,507287.9,6967008.5,-27.420306,153.073732,HENDRA,2 - Intermediate,Y,Easy,Easy,Easy,2017/09/01 00:00:00+00
507247.7924,6966808.8717,1854,2929,300867,Long Street - 35a - 45,Nudgee Rd,Long St,507247.8,6966808.9,-27.422108,153.073327,HENDRA,2 - Intermediate,Y,Easy,Easy,Medium,2017/09/01 00:00:00+00
507152.317,6966139.5686,1855,2931,300869,Hampden Street - 33,Nudgee Rd,Hampden St,507152.3,6966139.6,-27.428151,153.072365,ASCOT,3 - Regular with seat,Y,Easy,Easy,Hard,
507167.5527,6962946.5,1856,2932,,Balmoral High School,Thynne Rd,,507167.6,6962946.5,-27.456978,153.072538,MORNINGSIDE,5 - District,N,Hard,Hard,Hard,
507073.5229,6965587.556,1857,2933,,Nudgee Road - 31/16,NUDGEE RD,,507073.5,6965587.6,-27.433135,153.071571,HAMILTON,3 - Regular with seat,N,Hard,Easy,Easy,
507034.5211,6965306.7861,1858,2934,300882,Nudgee Road - 30,Nudgee Rd,Stevenson St,507034.5,6965306.8,-27.43567,153.071178,HAMILTON,3 - Regular with seat,Y,Easy,Easy,Medium,2017/10/13 00:00:00+00
506734.1379,6967040.5537,1859,2935,300844,Burilda Street - 45,Burilda St,Derby St,506734.1,6967040.6,-27.420019,153.068129,HENDRA,4 - Regular,Y,Easy,Medium,Hard,
506998.9843,6965727.607,1860,2936,,Norman Street - 25/15,LANCASTER RD,,506999,6965727.6,-27.431871,153.070816,ASCOT,2 - Intermediate,N,Hard,Easy,Easy,
506995.1381,6965742.2303,1861,2937,300858,Norman Street - 25/15,Lancaster Rd,Norman St,506995.1,6965742.2,-27.431739,153.070777,ASCOT,3 - Regular with seat,Y,Easy,Easy,Medium,2017/06/06 00:00:00+00
506706.5585,6965768.532,1862,2938,300887,Napier Street - 24/14,Lancaster Rd,Napier St,506706.6,6965768.5,-27.431503,153.067857,ASCOT,2 - Intermediate,Y,Easy,Easy,Medium,2017/05/09 00:00:00+00
506676.9183,6965786.8245,1863,2939,300857,Napier Street - 24/14,Lancaster Rd,Napier St,506676.9,6965786.8,-27.431338,153.067557,ASCOT,2 - Intermediate,Y,Easy,Easy,Easy,2017/05/08 00:00:00+00
506321.135,6965823.2331,1864,2941,,Ascot Rail - 24/13,LANCASTER RD,,506321.1,6965823.2,-27.431011,153.063957,ASCOT,3 - Regular with seat,N,Hard,Easy,Easy,
506483.6863,6965764.664,1865,2943,300888,Racecourse - 23,Racecourse Rd,Lancaster Rd,506483.7,6965764.7,-27.431539,153.065602,ASCOT,2 - Intermediate,N,Easy,Easy,Easy,
506462.4583,6965617.0239,1866,2944,300889,Beatrice Street - 22,Racecourse Rd,Beatrice Tce,506462.5,6965617,-27.432872,153.065388,ASCOT,2 - Intermediate,Y,Easy,Easy,Hard,2017/05/03 00:00:00+00
506418.9077,6965304.6862,1867,2945,300890,Kent Street - 21,Racecourse Rd,Windermere Rd,506418.9,6965304.7,-27.435692,153.064949,ASCOT,2 - Intermediate,Y,Easy,Easy,Easy,2017/05/03 00:00:00+00
506438.5966,6965534.848,1868,2946,300894,Beatrice Terrace - 22,Racecourse Rd,Beatrice Tce,506438.6,6965534.9,-27.433614,153.065147,ASCOT,2 - Intermediate,Y,Easy,Easy,Hard,2017/05/04 00:00:00+00
506795.1653,6966756.2948,1869,2948,,Goodwood Street - 44,MANSON RD,,506795.2,6966756.3,-27.422585,153.068748,HENDRA,4 - Regular ,N,Hard,Easy,Easy,
506933.942,6966761.6448,1870,2949,300838,Manson Road - 43,Newmarket St,Manson Rd,506933.9,6966761.6,-27.422536,153.070152,HENDRA,2 - Intermediate,Y,Easy,Easy,Easy,2019/09/10 00:00:00+00
506700.0113,6966812.5053,1871,2950,300843,St Johns - 44,Burilda St,Manson Rd,506700,6966812.5,-27.422078,153.067785,HENDRA,4 - Regular,Y,Easy,Medium,Easy,2017/07/27 00:00:00+00
494260.9839,6952979.7535,1872,2951,,Sinnamon Park Under Centenary Highway,CENTENARY HWY,,494261,6952979.7,-27.546964,152.941872,SINNAMON PARK,3 - Regular with seat,N,Hard,Easy,Easy,
506944.2153,6966750.5624,1873,2952,,Manson Road - 43,MANSON RD,,506944.2,6966750.6,-27.422636,153.070256,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
506965.0857,6966951.1478,1874,2953,300839,Flemington Street - 42,Newmarket Rd,Flemington St,506965.1,6966951.2,-27.420825,153.070466,HENDRA,2 - Intermediate,Y,Easy,Easy,Easy,
506979.2281,6966964.9855,1875,2954,300841,Flemington Street - 42,Newmarket Rd,Flemington St,506979.2,6966965,-27.4207,153.070609,HENDRA,4 - Regular,Y,Hard,Medium,Easy,
506994.3605,6967155.162,1876,2955,,Newmarket Street - 41,GERLER RD,,506994.4,6967155.2,-27.418983,153.070761,HENDRA,3 - Regular with seat,N,Hard,Hard,Hard,
507137.5882,6967157.6273,1877,2956,,Dorames Street - 37-36,GERLER RD,,507137.6,6967157.6,-27.41896,153.07221,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
507020.7555,6967161.1283,1878,2957,,Newmarket Street - 38,NEWMARKET ST,,507020.8,6967161.1,-27.418929,153.071028,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
506856.8843,6967185.8108,1879,2959,300837,TC Beirne Park - 39/40,GERLER Rd,Goodwood St,506856.9,6967185.8,-27.418707,153.06937,HENDRA,2 - Intermediate,Y,Easy,Easy,Medium,2017/09/01 00:00:00+00
506820.3225,6967205.4367,1880,2960,,TC Beirne Park - 40/39,GERLER RD,,506820.3,6967205.4,-27.41853,153.069,HENDRA,3 - Regular with seat,Y,Easy,Easy,Easy,
506641.5258,6967232.2291,1881,2961,,Doncaster Street - 39/40,GERLER RD,,506641.5,6967232.2,-27.418289,153.067191,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
506618.6866,6967221.3864,1882,2962,300846,Doncaster Street - 40/39,Gerler Rd,Doncaster St,506618.7,6967221.4,-27.418387,153.06696,HENDRA,3 - Regular with seat,Y,Easy,Medium,Hard,2018/11/16 00:00:00+00
506407.5768,6967267.466,1883,2963,300830,Zillman Road - 36-38,Gerler Rd,Woodville St,506407.6,6967267.5,-27.417972,153.064824,HENDRA,3 - Regular with seat,N,Easy,Medium,Hard,
506365.5633,6967259.6234,1884,2964,300847,Zillman Road - 38-36,Gerler Rd,Zillman Rd,506365.6,6967259.6,-27.418043,153.064399,HENDRA,3 - Regular with seat,N,Medium,Medium,Easy,
506376.5288,6967437.9508,1885,2965,,Junction Road -35A/42,ZILLMAN RD,,506376.5,6967437.9,-27.416433,153.064509,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
506351.1672,6967519.5984,1886,2966,301047,Gellibrand Street - 36/42,Gellibrand St,Zillman Rd,506351.2,6967519.6,-27.415696,153.064252,CLAYFIELD,3 - Regular with seat,Y,Easy,Easy,Medium,2017/09/01 00:00:00+00
506329.8492,6967199.9391,1887,2967,,Union Street - 35/6,ZILLMAN RD,,506329.8,6967199.9,-27.418582,153.064038,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
506335.9565,6967158.9525,1888,2968,300848,Union Street - 35/6,Zillman Rd,Coronella St,506336,6967158.9,-27.418952,153.0641,HENDRA,3 - Regular with seat,Y,Medium,Medium,Easy,2017/09/01 00:00:00+00
506299.4956,6966991.0502,1889,2969,,Bowley Street - 33/34,ZILLMAN RD,,506299.5,6966991,-27.420468,153.063732,HENDRA,3 - Regular with seat,N,Hard,Easy,Easy,
506305.9009,6966953.0542,1890,2970,300849,Bowley Street - 34-33,Zillman Rd,Bowley St,506305.9,6966953,-27.420811,153.063797,HENDRA,4 - Regular,Y,Easy,Easy,Easy,2017/09/01 00:00:00+00
497959.4977,6969832.7471,1891,2971,302333,South Pine Bend - 43,South Pine Rd,Russell St,497959.5,6969832.7,-27.394826,152.979361,EVERTON PARK,3 - Regular with seat,N,Hard,Easy,Easy,
498172.9989,6969504.1395,1892,2972,302334,South Pine - 42,South Pine Rd,Ballinderry St,498173,6969504.1,-27.397793,152.98152,EVERTON PARK,2 - Intermediate,Y,Easy,Hard,Medium,2019/09/20 00:00:00+00
498445.7862,6969326.9522,1893,2973,302335,Barton West - 41,South Pine Rd,Barton St,498445.8,6969326.9,-27.399393,152.984279,EVERTON PARK,3 - Regular with seat,Y,Medium,Medium,Medium,
507269.3443,6967986.8541,1894,2974,,Nudgee Road,NUDGEE RD,,507269.3,6967986.9,-27.411473,153.073538,HENDRA,2 - Intermediate,N,Hard,Easy,Easy,
507300.8891,6968005.5548,1895,2975,301524,Nudgee Road,East West Arterial Rd,Nudgee Rd,507309.9,6968051.4,-27.411304,153.073857,HENDRA,2 - Intermediate,Y,Easy,Easy,Easy,2017/05/26 00:00:00+00
504509.6165,6955109.446,1896,2976,305158,Chamberlain Street - 46A,Toohey Rd,Fingal St,504509.6,6955109.4,-27.527742,153.045668,TARRAGINDI,3 - Regular with seat,Y,Hard,Medium,Medium,
504524.232,6955111.7668,1897,2977,305154,Chamberlain Street - 46A,Toohey Rd,Chamberlain St,504524.2,6955111.8,-27.527721,153.045816,TARRAGINDI,4 - Regular,Y,Easy,Medium,Hard,
504544.3226,6955232.3852,1898,2979,305153,Wellers Hill School Toohey Road,Toohey Rd,Salkeld St,504544.3,6955232.4,-27.526632,153.046019,TARRAGINDI,2 - Intermediate,Y,Easy,Medium,Medium,
504531.0925,6955238.4823,1899,2980,305159,Wellers Hill School Toohey Road,Toohey Rd,Salkeld St,504531.1,6955238.5,-27.526577,153.045885,TARRAGINDI,2 - Intermediate,Y,Easy,Medium,Hard,
504576.6859,6955425.9949,1900,2981,305152,Weller Road - 45,Toohey Rd,Weller Rd,504576.7,6955426,-27.524884,153.046346,TARRAGINDI,2 - Intermediate,Y,Easy,Easy,Medium,2018/01/25 00:00:00+00
504566.9194,6955452.2504,1901,2982,305160,Weller Road - 45,Toohey Rd,Weller Rd,504566.9,6955452.3,-27.524647,153.046247,TARRAGINDI,2 - Intermediate,Y,Easy,Easy,Medium,2019/08/02 00:00:00+00
504655.8592,6955621.2482,1902,2983,305169,Denham Shops - 44,Denham Tce,Orford St,504655.9,6955621.2,-27.523121,153.047147,TARRAGINDI,2 - Intermediate,Y,Easy,Hard,Hard,
504643.1257,6955635.6528,1903,2984,305170,Denham Shops - 44,Denham Tce,Orford St,504643.1,6955635.7,-27.522991,153.047018,TARRAGINDI,3 - Regular with seat,N,Easy,Hard,Hard,
504615.1145,6955726.9358,1904,2986,305105,Denham Terrace Toohey Road,Toohey Rd,Cracknell Rd,504615.1,6955726.9,-27.522167,153.046734,TARRAGINDI,2 - Intermediate,Y,Easy,Hard,Hard,
504616.5677,6955652.6103,1905,2987,305106,Denham Terrace Toohey Road,c,Denham Tce,504616.6,6955652.6,-27.522838,153.046749,TARRAGINDI,2 - Intermediate,Y,Easy,Hard,Easy,2017/09/28 00:00:00+00
504424.2062,6956220.9184,1906,2994,305185,Sexton Street Sexton Street,Sexton St,Effingham St,504424.2,6956220.9,-27.517708,153.044799,TARRAGINDI,2 - Intermediate,Y,Easy,Easy,Easy,2017/10/06 00:00:00+00
504426.8671,6956205.6315,1907,2995,305187,Sexton Street Sexton Street,Sexton St,Effingham St,504426.9,6956205.6,-27.517846,153.044826,TARRAGINDI,2 - Intermediate,N,Hard,Easy,Easy,
503826.4152,6956486.0754,1908,2999,306342,Ekibin Ekibin Road East,Ekibin Rd,Waterton St,503826.4,6956486.1,-27.515316,153.038745,TARRAGINDI,1 - Premium,Y,Easy,Hard,Easy,2017/10/06 00:00:00+00
503848.8507,6956541.009,1909,3000,306340,Ekibin Ekibin Road East,Ekibin Rd,Rochdale Av,503848.9,6956541,-27.51482,153.038972,TARRAGINDI,2 - Intermediate,Y,Easy,Easy,Medium,2017/10/06 00:00:00+00
504909.7566,6958346.9113,1910,3001,307531,Langlands Park Station Platform 2,Eastern Busway,Langlands Park Busway Station,504909.8,6958346.9,-27.498513,153.049707,GREENSLOPES,1 - Premium,N,Hard,Hard,Hard,
503814.4392,6956402.2282,1911,3002,305189,Chester Road - 31,Ekibin Rd,Sexton Rd,503814.4,6956402.2,-27.516073,153.038624,TARRAGINDI,4 - Regular,N,Hard,Easy,Easy,
503779.7579,6956346.5229,1912,3003,305183,Chester Street - 31,Ekibin Rd,Chester Rd,503779.8,6956346.5,-27.516576,153.038273,TARRAGINDI,2 - Intermediate,N,Easy,Medium,Hard,
503763.1407,6956262.4556,1913,3004,305190,Rigby Street - 31A,Ekibin Rd,Rigby St,503763.1,6956262.5,-27.517335,153.038105,TARRAGINDI,4 - Regular,Y,Easy,Medium,Medium,2017/08/04 00:00:00+00
503655.1588,6956127.1305,1914,3005,305191,Ferndale Street - 32,Ekibin Rd,Ferdale St,503655.2,6956127.1,-27.518557,153.037012,TARRAGINDI,3 - Regular with seat,N,Hard,Easy,Easy,
503730.8389,6956235.3275,1915,3006,305182,Rigby Street - 31A,Ekibin Rd,Rigby St,503730.8,6956235.3,-27.51758,153.037778,TARRAGINDI,3 - Regular with seat,N,Hard,Easy,Easy,
503658.7202,6956147.843,1916,3007,305181,Ferndale Street - 32,Ekibin Rd,Ferndale St,503658.7,6956147.8,-27.51837,153.037048,TARRAGINDI,2 - Intermediate,Y,Easy,Medium,Medium,2020/03/17 00:00:00+00
503531.7839,6956028.2514,1917,3008,305192,Ekibin Road East - 33,Ekibin Rd,Cracknell Rd,503531.8,6956028.2,-27.51945,153.035763,TARRAGINDI,4 - Regular,N,Hard,Easy,Easy,
503540.8767,6956053.393,1918,3009,305180,Ekibin Road East - 33,Ekibin Rd,Cracknell Rd,503540.9,6956053.4,-27.519223,153.035855,TARRAGINDI,3 - Regular with seat,Y,Easy,Easy,Medium,2017/10/06 00:00:00+00
503560.7186,6955686.4146,1919,3010,305053,Kenneth Street - 36,Tarragindi Rd,Percy St,503560.7,6955686.4,-27.522536,153.036057,TARRAGINDI,2 - Intermediate,Y,Easy,Medium,Medium,2017/10/06 00:00:00+00
503555.8841,6955701.3696,1920,3011,305060,Kenneth Street - 36,Tarragindi Rd,Kenneth St,503555.9,6955701.4,-27.522401,153.036008,TARRAGINDI,4 - Regular,Y,Medium,Medium,Medium,2018/05/03 00:00:00+00
503467.2206,6955759.2157,1921,3012,305054,Cavan Street - 35,Tarragindi Rd,Cavan St,503467.2,6955759.2,-27.521879,153.03511,TARRAGINDI,2 - Intermediate,Y,Easy,Easy,Easy,
503491.7066,6955742.7044,1922,3013,305059,Cavan Street - 35,Tarragindi Rd,Cavan St,503491.7,6955742.7,-27.522028,153.035358,TARRAGINDI,3 - Regular with seat,N,Hard,Easy,Easy,
503438.9211,6955910.9751,1923,3014,305055,Cosker Street - 34,Tarragindi Rd,Cosker St,503438.9,6955911,-27.520509,153.034823,TARRAGINDI,3 - Regular with seat,N,Hard,Easy,Easy,
503450.7721,6955912.9656,1924,3015,305058,Cosker Street - 34,Tarragindi Rd,Cracknell Rd,503450.8,6955913,-27.520491,153.034943,TARRAGINDI,4 - Regular,Y,Medium,Medium,Hard,2018/01/25 00:00:00+00
503521.1958,6955954.151,1925,3016,305193,Cracknell Road - 34,Cracknell Rd,Benbow St,503521.2,6955954.2,-27.520119,153.035656,TARRAGINDI,4 - Regular,Y,Easy,Hard,Easy,2019/08/23 00:00:00+00
503508.4537,6955944.6287,1926,3017,305179,Cracknell Road - 34,Cracknell Rd,Benbow St,503508.5,6955944.6,-27.520205,153.035527,TARRAGINDI,4 - Regular,N,Hard,Easy,Easy,
503866.6464,6955975.5357,1927,3020,305177,Esther Street - 36,Cracknell Rd,Esther St,503866.6,6955975.5,-27.519925,153.039154,TARRAGINDI,2 - Intermediate,Y,Easy,Easy,Easy,2017/10/06 00:00:00+00
503936.1701,6955976.5105,1928,3021,305195,Esther Street - 36,Cracknell Rd,Esther St,503936.2,6955976.5,-27.519916,153.039858,TARRAGINDI,4 - Regular,Y,Hard,Easy,Easy,
504087.8485,6955949.212,1929,3022,305196,Laura Street - 37,Cracknell Rd,Shaftesbury St,504087.8,6955949.2,-27.520162,153.041394,TARRAGINDI,2 - Intermediate,N,Hard,Easy,Easy,
504089.5227,6955935.3655,1930,3023,305176,Laura Street - 37,Cracknell Rd,Laura St,504023.6,6955948.7,-27.520287,153.041411,TARRAGINDI,2 - Intermediate,N,Hard,Hard,Hard,
504226.9855,6955925.3497,1931,3024,305197,Ellington Street - 38,Cracknell Rd,Ellington St,504227,6955925.4,-27.520377,153.042803,TARRAGINDI,4 - Regular,Y,Easy,Medium,Easy,2019/05/03 00:00:00+00
504268.6532,6955906.1725,1932,3025,305175,Ellington Street - 38,Cracknell Rd,Ellington St,504268.7,6955906.2,-27.52055,153.043225,TARRAGINDI,2 - Intermediate,Y,Easy,Hard,Medium,2017/09/28 00:00:00+00
504328.9927,6955908.0344,1933,3026,,CRACKNELL / EFFINGHAM,EFFINGHAM ST,,504329,6955908,-27.520533,153.043836,TARRAGINDI,5 - District,N,Hard,Easy,Easy,
